CODGEO;NB_E101;NB_E102;NB_E107;NB_E108;NB_E109;NB_G101;NB_G102;NB_G103;NB_G104
45201;0;0;0;0;0;0;0;0;0
45202;0;0;0;0;0;0;0;0;0
45203;3;0;0;1;0;0;4;0;2
45204;0;0;0;0;0;0;0;0;0
45205;0;0;0;0;0;0;0;0;0
45206;0;0;0;0;0;0;1;0;0
45207;1;0;0;0;0;0;0;0;0
45208;9;0;0;1;0;7;5;1;1
45209;0;0;0;0;0;0;0;0;0
45210;0;0;0;0;0;0;0;0;0
45212;2;0;0;0;0;0;0;0;0
45213;0;0;0;0;0;0;0;0;0
45214;1;0;0;0;0;0;0;0;0
45215;0;0;0;0;0;0;0;0;0
45216;0;0;0;0;0;0;1;0;0
45217;0;0;0;0;0;0;0;0;0
45218;0;0;0;0;0;0;0;0;0
45219;0;0;0;0;0;0;0;0;0
45220;1;0;0;0;0;0;0;0;0
45222;0;0;0;0;0;0;0;0;0
45223;0;0;0;0;0;0;1;0;0
45224;2;0;0;0;0;0;0;0;0
45225;0;0;0;0;0;0;0;0;1
45226;2;0;0;0;0;0;0;0;0
45227;1;0;0;0;0;0;0;0;0
45228;0;0;0;0;0;0;0;1;0
45229;1;0;0;0;1;0;0;0;1
45230;5;0;0;0;0;0;0;0;0
45231;0;0;0;0;0;0;0;0;0
45232;11;0;0;0;0;2;8;1;2
45233;0;0;0;0;0;0;0;0;0
45234;51;0;1;0;0;24;23;0;10
45235;2;0;0;0;0;0;0;0;0
45237;0;0;0;0;0;0;0;0;0
45238;1;0;0;0;0;0;1;0;0
45239;1;0;0;0;0;0;0;0;0
45240;2;0;0;0;0;0;0;0;0
45241;0;0;0;0;0;0;0;0;0
45242;0;0;0;0;0;0;0;0;0
45243;0;0;0;0;0;0;0;0;0
45244;2;0;0;0;0;0;0;1;0
45245;1;0;0;0;0;0;0;1;0
45246;0;0;0;0;0;0;0;0;0
45247;2;0;0;0;0;0;2;0;0
45248;0;0;0;0;0;0;0;0;0
45249;2;0;0;0;0;0;0;0;0
45250;0;0;0;0;0;0;0;0;0
45251;0;0;0;0;0;0;0;0;0
45252;8;0;0;0;0;2;3;1;2
45253;1;0;0;0;0;0;0;0;0
45254;2;0;0;0;0;0;1;2;0
45255;0;0;0;0;0;0;0;0;0
45256;0;0;0;0;0;0;0;0;0
45257;0;0;0;0;0;0;0;0;0
45258;1;0;0;0;0;0;0;0;0
45259;0;0;0;0;0;0;0;0;0
45260;0;0;0;0;0;0;0;0;0
45261;2;0;0;0;0;0;0;0;0
45262;0;0;0;0;0;0;0;0;0
45263;0;0;0;0;0;0;0;0;0
45264;0;0;0;0;0;0;0;0;0
45265;0;0;0;0;0;0;0;0;0
45266;0;0;0;0;0;0;0;0;0
45268;0;0;0;0;0;0;0;0;0
45269;0;0;0;0;1;0;0;1;0
45270;1;0;0;0;0;0;2;1;1
45271;0;0;0;0;0;0;0;0;0
45272;3;0;0;0;1;0;0;1;0
45273;1;1;0;0;0;0;1;0;1
45274;4;0;0;0;0;0;0;0;0
45275;1;0;0;0;0;0;0;0;0
45276;1;0;0;0;0;0;0;0;0
45277;0;0;0;0;0;0;0;0;0
45278;2;0;0;0;0;0;0;0;0
45279;1;0;0;0;0;0;0;0;0
45280;1;0;0;0;0;0;0;0;0
45281;1;0;0;0;0;0;0;1;0
45282;1;0;0;0;0;0;0;0;0
45283;0;0;0;0;0;0;0;0;0
45284;6;0;0;0;0;2;4;0;0
45285;6;0;0;0;0;0;0;1;0
45286;6;0;0;0;0;0;1;0;2
45288;1;0;0;0;0;0;0;0;0
45289;1;0;0;0;0;0;0;0;0
45290;4;0;0;0;0;0;0;0;0
45291;1;0;0;0;0;0;0;0;0
45292;0;0;0;0;0;0;0;0;0
45293;0;0;0;0;0;0;0;0;0
45294;0;0;0;0;0;0;0;0;0
45296;0;0;0;0;0;0;0;0;0
45297;0;0;0;0;0;1;1;1;0
45298;3;0;0;0;0;0;0;0;0
45299;0;0;0;0;0;0;0;0;0
45300;2;0;0;0;0;0;0;0;1
45301;0;0;0;0;0;0;0;0;0
45302;7;0;0;0;0;2;10;0;0
45303;1;0;0;0;0;0;0;0;0
45305;0;0;0;0;0;1;0;0;0
45306;0;0;0;0;0;0;0;0;0
45307;1;0;0;0;0;0;1;0;0
45308;6;0;0;0;0;0;0;0;0
45309;1;0;0;0;0;0;0;1;0
45310;0;0;0;0;0;0;0;0;0
45311;0;0;0;0;0;0;0;1;0
45312;1;0;0;0;0;0;0;0;0
45313;0;0;0;0;0;0;0;0;0
45314;0;0;0;0;0;0;0;0;0
45315;4;0;0;0;0;0;6;0;1
45316;0;0;0;0;0;0;1;0;0
45317;1;0;0;0;0;0;1;0;0
45320;0;0;0;0;0;0;0;0;0
45321;0;0;0;0;0;0;0;0;0
45322;0;0;0;0;0;0;0;0;0
45323;0;0;0;0;0;0;1;0;0
45324;1;0;0;0;0;0;0;1;1
45325;0;0;0;0;0;0;0;0;0
45326;0;0;0;0;0;0;1;0;0
45327;0;0;0;0;0;0;0;0;0
45328;0;0;0;0;0;0;0;0;0
45329;2;0;0;0;0;0;0;0;0
45330;0;0;0;0;0;0;0;0;0
45331;0;0;0;0;0;0;0;0;0
45332;1;0;0;0;0;0;0;0;0
45333;0;0;0;0;0;0;0;0;0
45334;1;0;0;0;0;0;0;0;0
45335;0;0;0;0;0;0;0;0;0
45336;1;0;0;0;0;0;0;0;0
45337;0;0;0;0;0;0;0;0;0
45338;4;0;0;0;0;0;1;0;0
45339;0;0;0;0;0;0;0;0;0
45340;0;0;0;0;0;0;0;0;0
45341;0;0;0;0;0;0;0;0;0
45342;0;0;0;0;0;0;0;0;0
45343;0;0;0;0;0;0;0;0;0
45344;0;0;0;0;0;0;0;0;0
45345;2;0;0;0;0;0;0;0;0
45346;2;0;0;0;0;1;0;1;0
45347;0;0;0;0;0;0;0;0;1
45348;0;0;0;0;0;0;0;0;0
46001;0;0;0;0;0;0;0;1;0
46002;0;0;0;0;0;0;0;0;0
46003;0;0;0;0;0;0;1;0;1
46004;0;0;0;0;0;0;0;0;0
46005;0;0;0;0;0;0;1;1;0
46006;0;0;0;0;0;0;1;0;0
46007;0;0;0;0;0;0;0;0;0
46008;0;0;0;0;0;0;0;0;0
46009;0;0;0;0;1;0;0;1;1
46010;0;0;0;0;0;0;0;0;0
46011;0;0;0;0;0;0;1;0;0
46012;0;0;0;0;0;0;0;0;0
46013;0;0;0;0;0;0;0;0;0
46015;1;0;0;0;1;0;0;2;1
46016;0;0;0;0;0;0;0;0;0
46017;0;0;0;0;0;0;0;0;0
46018;0;0;0;0;0;0;0;0;0
46020;0;0;0;0;0;0;0;0;0
46021;0;0;0;0;0;0;0;1;0
46022;0;0;0;0;0;0;0;1;0
46023;1;0;0;0;0;0;0;0;0
46024;0;0;0;0;0;0;0;0;0
46026;0;0;0;0;0;0;0;0;0
46027;0;0;0;0;0;0;0;0;0
46028;0;0;0;0;1;0;0;0;0
46029;0;0;0;0;1;0;0;0;0
46030;0;0;0;0;0;0;0;0;0
46031;0;0;0;0;0;0;0;0;0
46032;0;0;0;0;0;0;1;0;0
46033;0;0;0;0;0;1;0;1;0
46034;0;0;0;0;0;0;0;0;0
46035;0;0;0;0;0;0;0;0;0
46036;0;0;0;0;0;0;0;0;0
46037;0;0;0;0;0;0;1;0;0
46038;0;0;0;0;0;0;0;1;1
46039;0;0;0;0;0;0;0;2;0
46040;0;0;0;0;0;0;1;1;2
46041;0;0;0;0;0;0;0;0;0
46042;15;0;0;1;0;7;10;1;5
46043;0;0;0;0;0;0;0;0;0
46044;0;0;0;0;0;0;0;0;0
46045;1;0;0;0;0;0;3;1;1
46046;0;0;0;0;0;0;0;0;0
46047;0;0;0;0;0;0;1;0;0
46049;0;0;0;0;0;0;0;0;0
46050;0;0;0;0;0;0;0;0;0
46051;0;0;0;0;0;0;0;0;0
46052;0;0;0;0;0;0;0;0;0
46053;0;0;0;0;0;0;0;0;0
46054;0;0;0;0;0;0;0;0;0
46055;0;0;0;0;0;0;1;0;1
46056;0;0;0;0;0;0;0;0;0
46057;0;0;0;0;0;0;0;0;0
46058;0;0;0;0;0;0;1;1;2
46059;0;0;0;0;0;0;0;1;0
46060;0;0;0;0;0;0;0;0;0
46061;0;0;0;0;0;0;0;0;0
46062;0;0;0;0;0;0;0;0;0
46063;1;0;0;0;0;0;0;1;2
46064;0;0;0;0;0;0;0;0;1
46065;0;0;0;0;0;0;0;0;0
46066;2;0;0;0;0;0;0;1;2
46068;0;0;0;0;0;0;0;1;0
46069;0;0;0;0;0;0;0;0;0
46070;0;0;0;0;0;0;0;0;0
46072;0;0;0;0;0;0;0;1;0
46073;0;0;0;0;0;0;0;0;0
46074;1;0;0;0;0;0;0;2;0
46075;0;0;0;0;0;0;0;0;0
46076;0;0;0;0;0;0;0;0;0
46078;0;0;0;0;0;0;0;0;0
46079;0;0;0;0;0;0;0;0;0
46080;0;0;0;0;0;1;0;1;0
46081;0;0;0;0;0;0;0;0;1
46082;0;0;0;0;0;0;0;0;0
46083;1;0;0;0;0;0;2;0;1
46084;0;0;0;0;0;0;1;1;0
46085;0;0;0;0;0;0;0;0;0
46086;0;0;0;0;0;0;0;0;1
46087;0;0;0;0;1;0;0;1;0
46088;0;0;0;0;0;1;0;1;0
46089;1;0;0;0;0;0;0;1;1
46090;0;0;0;0;0;0;0;0;0
46091;0;0;0;0;0;0;0;0;0
46092;0;0;0;0;0;0;0;0;0
46093;0;0;0;0;0;0;0;0;0
46094;0;0;0;0;0;0;0;0;0
46095;0;0;0;0;0;0;0;0;0
46096;0;0;0;0;0;0;0;0;0
46097;0;0;0;0;0;0;0;0;0
46098;1;0;0;0;0;0;0;0;0
46100;0;0;0;0;0;0;0;0;2
46101;1;0;0;0;0;0;0;0;0
46102;3;0;0;1;0;2;11;1;4
46103;0;0;0;0;0;0;1;0;0
46104;0;0;0;0;0;0;0;0;0
46105;0;0;0;0;0;0;0;0;0
46106;0;0;0;0;0;0;0;0;0
46107;0;0;0;0;0;0;0;0;0
46108;0;0;0;0;0;0;0;0;1
46109;0;0;0;0;1;0;0;0;0
46111;0;0;0;0;0;0;0;0;0
46112;0;0;0;0;0;0;0;0;0
46113;0;0;0;0;0;0;0;0;2
46114;0;0;0;0;0;0;0;0;1
46115;0;0;0;0;0;0;0;0;0
46116;0;0;0;0;0;0;0;0;0
46117;0;0;0;0;0;0;2;0;0
46118;0;0;0;0;1;0;1;0;1
46119;0;0;0;0;0;0;0;0;0
46120;0;0;0;0;0;0;0;0;0
46121;0;0;0;0;0;0;0;0;0
46122;0;0;0;0;0;0;0;0;0
46123;0;0;0;0;0;0;0;1;0
46124;0;0;0;0;0;0;0;0;0
46125;0;0;0;0;0;0;1;0;0
46126;0;0;0;0;0;0;0;1;0
46127;2;0;0;0;1;1;3;3;2
46128;0;0;0;0;1;0;7;1;0
46129;0;0;0;0;0;0;0;0;0
46130;0;0;0;0;0;1;0;0;0
46131;0;0;0;0;0;0;1;0;0
46132;0;0;0;0;0;0;0;1;0
46133;0;0;0;0;0;0;0;0;0
46134;0;0;0;0;0;0;0;0;0
46135;0;0;0;0;0;0;0;0;0
46136;0;0;0;0;0;0;0;0;0
46137;0;0;0;0;0;0;0;0;0
46138;1;0;0;0;0;0;1;1;1
46139;0;0;0;0;0;0;0;0;0
46140;0;0;0;0;0;0;0;0;0
46142;0;0;0;0;0;0;0;0;0
46143;1;0;0;0;0;0;1;1;2
46144;0;0;0;0;0;1;2;1;0
46145;0;0;0;0;0;0;0;1;0
46146;0;0;0;0;0;0;0;0;0
46147;0;0;0;0;0;0;0;0;1
46148;0;0;0;0;0;0;2;0;3
46149;0;0;0;0;0;0;0;2;0
46151;0;0;0;0;0;0;0;0;0
46152;0;0;0;0;0;0;0;1;0
46153;0;0;0;0;0;0;0;1;0
46154;0;0;0;0;0;0;0;0;0
46155;0;0;0;0;0;0;0;1;0
46156;1;0;0;0;0;0;0;0;0
46157;0;0;0;0;0;0;0;0;0
46159;0;0;0;0;0;0;0;1;0
46160;1;0;0;0;0;0;1;0;1
46161;0;0;0;0;0;0;0;0;0
46162;0;0;0;0;0;0;0;0;0
46163;0;0;0;0;1;0;0;1;0
46164;0;0;0;0;0;0;0;0;0
46165;0;0;0;0;0;0;0;0;0
46167;0;0;0;0;0;0;0;0;0
46168;0;0;0;0;0;0;0;0;0
46169;0;0;0;0;0;0;0;0;0
46170;0;0;0;0;0;0;1;1;1
46171;0;0;0;0;0;0;0;0;0
46172;0;0;0;0;0;0;0;0;0
46173;1;0;0;0;0;1;0;1;1
46174;0;0;0;0;0;0;0;0;0
46175;1;0;0;0;0;0;0;0;0
46176;0;0;0;0;0;0;0;1;0
46177;0;0;0;0;0;0;2;1;0
46178;1;0;0;0;0;0;0;2;0
46179;0;0;0;0;0;0;0;1;0
46180;0;0;0;0;0;0;0;0;0
46181;0;0;0;0;0;0;0;0;0
46182;0;0;0;0;0;0;0;1;1
46183;0;0;0;0;0;0;0;1;1
46184;0;0;0;0;0;0;0;0;0
46185;0;0;0;0;0;0;4;2;1
46186;0;0;0;0;0;0;0;0;0
46187;1;0;0;0;0;0;0;1;1
46188;0;0;0;0;0;0;0;0;0
46189;0;0;0;0;0;0;0;0;0
46190;0;0;0;0;0;0;0;0;0
46191;0;0;0;0;0;0;1;0;0
46192;0;0;0;0;0;0;1;1;0
46193;0;0;0;0;0;0;0;1;0
46194;0;0;0;0;0;0;0;0;0
46195;0;0;0;0;0;0;0;0;0
46196;0;0;0;0;0;0;0;0;0
46197;0;0;0;0;0;0;0;0;0
46198;0;0;0;0;0;0;0;1;0
46199;1;0;0;0;0;0;0;2;0
46200;0;0;0;0;0;0;0;0;0
46201;0;0;0;0;0;0;1;1;1
46202;0;0;0;0;0;0;0;0;0
46203;0;0;0;0;0;0;0;0;0
46204;1;0;0;0;0;0;0;0;0
46205;0;0;0;0;0;0;0;0;0
46206;0;0;0;0;0;0;0;0;0
46207;0;0;0;0;0;0;0;0;0
46208;0;0;0;0;0;0;0;0;0
46209;0;0;0;0;0;0;1;0;0
46210;0;0;0;0;0;0;0;0;0
46211;0;0;0;0;0;0;0;0;0
46212;0;0;0;0;0;0;0;0;0
46213;0;0;0;0;0;0;1;1;0
46214;0;0;0;0;0;0;0;0;1
46215;0;0;0;0;0;0;0;3;1
46216;1;0;0;0;0;0;0;0;0
46217;0;0;0;0;0;0;0;0;0
46218;0;0;0;0;0;0;0;0;0
46219;0;0;0;0;0;1;0;0;0
46220;0;0;0;0;0;0;0;2;1
46221;0;0;0;0;0;0;0;0;1
46222;0;0;0;0;0;0;0;0;0
46223;0;0;0;0;0;0;0;0;0
46224;1;0;0;0;0;0;1;0;0
46225;1;0;0;0;0;0;0;1;1
46226;0;0;0;0;0;0;0;0;0
46227;0;0;0;0;0;0;0;0;0
46228;0;0;0;0;0;0;0;1;1
46229;0;0;0;0;1;0;1;1;0
46230;0;0;0;0;0;0;0;0;0
46231;1;0;0;0;0;0;3;2;3
46232;0;0;0;0;1;0;0;0;0
46233;0;0;0;0;0;0;0;0;0
46234;0;0;0;0;0;0;0;0;0
46235;0;0;0;0;0;0;0;0;0
46236;0;0;0;0;0;0;0;1;0
46237;0;0;0;0;0;0;0;1;0
46238;0;0;0;0;0;0;0;0;0
46239;0;0;0;0;0;0;0;0;0
46240;0;0;0;0;1;1;14;8;2
46241;0;0;0;0;0;0;0;0;0
46242;0;0;0;0;0;0;0;0;0
46243;0;0;0;0;0;0;0;0;0
46244;0;0;0;0;0;0;0;0;0
46245;0;0;0;0;0;0;0;0;0
46246;0;0;0;0;0;0;0;0;0
46247;0;0;0;0;0;0;0;0;0
46249;0;0;0;0;0;0;0;0;0
46250;0;0;0;0;0;0;0;0;0
46251;0;0;0;0;0;2;3;1;2
46252;0;0;0;0;0;0;0;0;0
46253;0;0;0;0;0;0;0;1;0
46254;1;0;0;0;0;0;0;0;0
46255;0;0;0;0;0;0;0;0;1
46256;0;0;0;0;0;1;2;2;1
46257;1;0;0;0;0;0;0;0;0
46258;0;0;0;0;0;0;0;0;0
46259;0;0;0;0;0;0;0;0;0
46260;0;0;0;0;0;0;0;0;0
46262;0;0;0;0;0;0;0;0;0
46263;0;0;0;0;0;0;0;1;0
46264;0;0;0;0;0;0;0;0;0
46265;0;0;0;0;1;0;0;0;0
46266;0;0;0;0;0;0;0;0;0
46267;0;0;0;0;0;0;0;1;0
46268;0;0;0;0;0;0;1;2;2
46269;0;0;0;0;0;0;0;0;0
46270;0;0;0;0;0;0;0;0;0
46271;0;0;0;0;0;0;1;0;0
46272;0;0;0;0;0;0;0;0;0
46273;0;0;0;0;0;0;0;0;0
46276;0;0;0;0;0;0;0;0;0
46277;0;0;0;0;0;0;0;0;0
46279;0;0;0;0;0;0;0;0;0
46280;0;0;0;0;0;0;0;0;0
46281;0;0;0;0;0;0;0;0;0
46282;0;0;0;0;0;0;0;0;0
46283;0;0;0;0;0;0;0;0;0
46284;0;0;0;0;0;0;0;0;0
46286;0;0;0;0;0;0;0;0;0
46288;0;0;0;0;0;0;0;0;0
46289;0;0;0;0;0;0;0;0;0
46290;0;0;0;0;0;0;0;0;0
46292;0;0;0;0;0;0;0;0;0
46293;0;0;0;0;0;1;1;2;0
46294;0;0;0;0;0;0;0;1;0
46295;0;0;0;0;0;0;0;0;0
46296;1;0;0;0;0;0;0;0;0
46297;1;0;0;0;0;0;1;1;1
46299;0;0;0;0;0;0;0;2;0
46301;0;0;0;0;0;0;1;0;1
46302;0;0;0;0;0;0;0;1;1
46303;0;0;0;0;0;0;0;0;0
46304;0;0;0;0;0;0;0;1;0
46305;0;0;0;0;0;0;0;1;0
46306;0;0;0;0;0;0;0;0;0
46307;0;0;0;0;0;0;0;0;0
46308;0;0;0;0;0;0;0;0;0
46309;3;0;0;1;0;1;8;3;1
46310;0;0;0;0;0;0;0;0;0
46311;0;0;0;0;0;0;1;4;1
46312;0;0;0;0;0;0;0;0;0
46313;0;0;0;0;0;0;0;1;0
46314;0;0;0;0;0;0;0;0;0
46315;0;0;0;0;0;0;0;0;0
46316;1;0;0;0;0;0;0;0;0
46317;0;0;0;0;0;0;1;1;0
46318;0;0;0;0;0;0;0;0;0
46319;0;0;0;0;0;0;0;0;0
46320;0;0;0;0;0;0;2;0;0
46321;0;0;0;0;0;0;0;1;0
46322;0;0;0;0;0;0;0;0;0
46323;0;0;0;0;0;0;0;0;0
46324;1;0;0;0;0;0;0;0;0
46328;0;0;0;0;0;0;0;0;0
46329;0;0;0;0;0;0;0;0;0
46330;0;0;0;0;1;0;0;2;1
46332;0;0;0;0;0;0;0;0;0
46333;0;0;0;0;0;0;0;0;0
46334;5;0;0;0;0;0;0;1;0
46335;0;0;0;0;0;0;0;0;0
46336;0;0;0;0;0;0;0;0;0
46337;0;0;0;0;0;0;0;1;0
46338;0;0;0;0;0;0;0;0;0
46339;0;0;0;0;0;0;0;0;0
46340;0;0;0;0;0;0;1;2;0
47001;4;0;1;0;0;8;7;0;5
47002;0;0;0;0;0;0;0;0;0
47003;0;0;0;0;0;0;0;0;0
47004;2;0;0;0;1;0;1;1;0
47005;0;0;0;0;0;0;1;0;2
47006;0;0;0;0;0;0;0;0;0
47007;0;0;0;0;0;0;0;0;0
47008;0;0;0;0;0;0;0;0;0
47009;0;0;0;0;0;0;0;0;0
47010;0;0;0;0;0;0;0;0;0
47011;0;0;0;0;0;0;0;0;0
47012;0;0;0;0;0;0;0;0;0
47013;0;0;0;0;0;0;0;0;0
47014;0;0;0;0;0;0;0;0;0
47015;1;0;0;0;0;0;2;1;1
47016;0;0;0;0;0;0;0;0;0
47017;0;0;0;0;0;0;0;0;0
47018;0;0;0;0;0;0;0;0;0
47019;0;0;0;0;0;0;0;0;0
47020;0;0;0;0;0;0;0;0;0
47021;0;0;0;0;0;0;0;0;1
47022;0;0;0;0;0;0;0;0;0
47023;0;0;0;0;0;0;0;1;0
47024;0;0;0;0;0;0;0;0;0
47025;1;0;0;0;0;0;0;1;1
47026;1;0;0;0;0;0;0;0;1
47027;2;0;0;0;0;0;1;0;0
47028;1;0;0;0;0;0;0;0;0
47029;0;0;0;0;0;0;0;0;0
47030;0;0;0;0;0;0;0;0;0
47031;7;0;0;0;0;2;2;1;1
47032;5;0;0;0;0;0;1;0;1
47033;0;0;0;0;0;0;0;0;0
47034;2;0;0;0;0;0;0;0;0
47035;0;0;0;0;0;0;0;0;0
47036;0;0;0;0;0;0;0;0;0
47037;0;0;0;0;0;0;0;0;0
47038;0;0;0;0;0;0;0;0;0
47039;0;0;0;0;0;0;0;0;0
47040;2;0;0;0;0;0;1;0;0
47041;0;0;0;0;0;0;0;0;0
47042;0;0;0;0;0;0;0;0;0
47043;1;0;0;0;0;0;0;0;0
47044;1;0;0;0;0;0;0;0;0
47045;0;0;0;0;0;0;0;0;0
47046;0;0;0;0;0;0;0;0;0
47047;0;0;0;0;0;0;0;0;0
47048;1;0;0;0;0;0;1;0;1
47049;1;0;0;0;0;0;0;0;1
47050;0;0;0;0;0;0;0;0;0
47051;0;0;0;0;0;0;2;0;2
47052;3;0;0;0;0;1;4;2;1
47053;0;0;0;0;0;0;0;0;0
47054;0;0;0;0;0;0;0;0;2
47055;0;0;0;0;0;0;0;0;0
47056;2;0;0;0;0;0;0;0;0
47057;0;0;0;0;0;0;0;1;0
47058;0;0;0;0;0;0;0;0;0
47059;0;0;0;0;0;0;0;0;0
47060;0;0;0;0;0;0;0;0;0
47061;0;0;0;0;0;0;0;0;0
47062;0;0;0;0;0;1;0;0;0
47063;0;0;0;0;0;0;0;0;1
47064;0;0;0;0;0;0;0;0;0
47065;0;0;0;0;0;0;0;1;1
47066;1;0;0;0;0;0;0;0;0
47067;0;0;0;0;0;0;0;0;0
47068;0;0;0;0;0;0;0;0;0
47069;3;0;0;0;0;0;0;0;0
47070;0;0;0;0;0;0;0;0;0
47071;0;0;0;0;0;0;0;0;0
47072;0;0;0;0;0;0;0;1;0
47073;0;0;0;0;0;0;0;0;0
47074;0;0;0;0;0;0;0;0;0
47075;0;0;0;0;0;0;0;0;0
47076;0;0;0;0;0;0;0;0;0
47077;0;0;0;0;0;0;0;0;0
47078;2;0;0;0;0;0;1;0;0
47079;1;0;0;0;0;0;0;0;0
47080;0;0;0;0;0;0;0;1;0
47081;0;0;0;0;0;0;0;0;0
47082;0;0;0;0;0;0;0;0;0
47083;0;0;0;0;0;0;0;0;0
47084;0;0;0;0;0;0;0;0;0
47085;0;0;0;0;0;0;0;0;0
47086;1;0;0;0;0;0;1;2;3
47087;0;0;0;0;0;0;0;0;0
47088;0;0;0;0;0;0;0;0;0
47089;0;0;0;0;0;0;0;0;0
47090;1;0;0;0;0;0;0;0;0
47091;1;1;0;0;0;0;0;0;0
47092;0;0;0;0;0;0;0;0;0
47093;0;0;0;0;0;0;0;0;0
47094;0;0;0;0;0;0;0;0;0
47095;0;0;0;0;0;0;0;0;0
47096;0;0;0;0;0;0;0;0;0
47097;0;0;0;0;0;0;0;0;0
47098;0;0;0;0;0;0;0;0;0
47099;0;0;0;0;0;0;0;0;0
47100;0;0;0;0;0;0;0;0;0
47101;1;0;0;0;0;0;0;0;0
47102;0;0;0;0;0;0;0;0;1
47103;0;0;0;0;0;0;0;0;0
47104;0;0;0;0;0;0;0;0;0
47105;0;0;0;0;0;0;0;0;0
47106;1;0;0;0;0;0;1;2;1
47107;0;0;0;0;0;1;0;0;0
47108;0;0;0;0;0;0;0;0;0
47109;0;0;0;0;0;0;0;0;0
47110;0;0;0;0;0;0;0;0;0
47111;0;0;0;0;0;0;0;0;0
47112;0;0;0;0;0;0;0;0;0
47113;0;0;0;0;0;0;0;0;0
47114;0;0;0;0;0;0;0;0;0
47115;0;0;0;0;0;0;0;0;0
47117;1;0;0;0;0;0;0;0;0
47118;0;0;0;0;0;0;0;0;0
47119;0;0;0;0;0;0;0;0;0
47120;0;0;0;0;0;0;0;0;0
47121;0;0;0;0;0;0;0;0;0
47122;1;0;0;0;0;0;0;0;0
47123;0;0;0;0;0;0;0;0;1
47124;0;0;0;0;0;0;0;0;0
47125;0;0;0;0;0;0;0;0;0
47126;0;0;0;0;0;0;0;0;0
47127;0;0;0;0;0;0;0;0;0
47128;0;0;0;0;0;0;0;0;0
47129;0;0;0;0;0;0;0;0;0
47130;0;0;0;0;0;0;0;0;0
47131;0;0;0;0;0;0;0;0;0
47132;0;0;0;0;0;0;0;0;0
47133;0;0;0;0;0;0;0;1;1
47134;0;0;0;0;0;0;0;0;0
47135;1;0;0;0;0;0;0;1;0
47136;0;0;0;0;0;0;0;0;0
47137;3;0;0;0;0;0;0;0;0
47138;1;0;0;0;1;0;0;0;1
47139;0;0;0;0;0;0;0;0;0
47140;0;0;0;0;0;0;0;0;0
47141;0;0;0;0;0;0;0;0;0
47142;0;0;0;0;0;0;0;0;1
47143;0;0;0;0;0;0;1;0;1
47144;0;0;0;0;0;0;0;0;0
47145;3;0;0;0;0;0;0;0;1
47146;1;0;0;0;0;0;0;0;0
47147;0;0;0;0;0;0;0;1;0
47148;0;0;0;0;0;0;0;0;0
47150;0;0;0;0;0;0;0;0;0
47151;0;0;0;0;0;0;0;0;0
47152;0;0;0;0;0;0;0;1;0
47154;0;0;0;0;0;0;0;0;0
47155;0;0;0;0;0;0;0;0;0
47156;0;0;0;0;0;0;0;0;0
47157;6;0;0;1;0;4;5;0;1
47158;0;0;0;0;0;0;0;0;0
47159;1;0;0;0;0;1;0;1;0
47160;0;0;0;0;0;0;0;0;1
47161;0;0;0;0;0;0;0;0;0
47162;0;0;0;0;0;0;0;0;0
47163;0;0;0;0;0;0;0;0;0
47164;0;0;0;0;0;0;0;0;0
47165;0;0;0;0;0;1;0;1;0
47167;1;0;0;0;0;0;1;0;1
47168;0;0;0;0;0;1;0;0;2
47169;0;0;0;0;0;0;0;0;0
47170;0;0;0;0;0;0;0;0;0
47171;1;0;0;0;0;0;0;1;0
47172;1;0;0;0;0;0;0;0;0
47173;0;0;0;0;0;0;0;0;1
47174;0;0;0;0;0;0;0;1;0
47175;1;0;0;0;0;0;2;0;0
47176;0;0;0;0;0;0;0;0;0
47177;0;0;0;0;0;0;0;0;0
47178;0;0;0;0;0;0;0;0;0
47179;0;0;0;0;1;0;0;0;0
47180;0;0;0;0;0;0;0;0;0
47181;1;0;0;0;0;0;0;0;0
47182;0;0;0;0;0;0;0;0;0
47183;0;0;0;0;0;0;0;0;0
47184;0;0;0;0;0;0;0;0;0
47185;0;0;0;0;0;0;0;0;0
47186;0;0;0;0;0;0;0;0;0
47187;0;0;0;0;0;0;0;0;0
47188;0;0;0;0;0;0;0;0;0
47189;0;0;0;0;0;0;0;0;0
47190;0;0;0;0;0;0;0;0;1
47191;0;0;0;0;0;0;0;0;0
47192;0;0;0;0;0;0;0;0;0
47193;0;0;0;0;0;0;0;0;0
47194;0;0;0;0;0;0;0;0;0
47195;0;0;0;0;0;1;1;1;1
47196;0;0;0;0;0;0;0;0;0
47197;0;0;0;0;0;0;0;0;0
47198;0;0;0;0;0;0;0;0;0
47199;0;0;0;0;0;0;0;0;0
47200;0;0;0;0;0;0;0;1;0
47201;1;0;0;0;0;0;4;0;0
47202;0;0;0;0;0;0;0;1;0
47203;2;0;0;0;1;1;0;1;2
47204;0;0;0;0;0;0;0;0;0
47205;0;0;0;0;0;0;0;0;0
47206;0;0;0;0;0;0;0;0;0
47207;0;0;0;0;0;0;0;0;0
47208;0;0;0;0;0;0;0;0;0
47209;1;0;0;0;1;0;1;0;0
47210;1;0;0;0;1;0;0;0;1
47211;0;0;0;0;0;0;0;0;0
47212;0;0;0;0;0;0;0;0;0
47213;2;0;0;0;0;0;0;1;0
47214;0;0;0;0;0;0;0;0;0
47215;1;0;0;0;0;0;2;1;2
